country_code,country,main activity sector name,ETS information,year,value,unit
DK,Denmark,32 Manufacture of ceramics,2. Verified emissions,2010,165594,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,2. Verified emissions,2017,247017,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,2. Verified emissions,2018,249772,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,2. Verified emissions,2021,252377,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,2. Verified emissions,2022,210662,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,2.1 EU-ETS Verified Emission,2007,397554,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,2.1 EU-ETS Verified Emission,2008,272400,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,2.1 EU-ETS Verified Emission,2010,165594,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,2.1 EU-ETS Verified Emission,2017,247017,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,2.1 EU-ETS Verified Emission,2021,252377,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,2.1 EU-ETS Verified Emission,2022,210662,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,4.2 Surrendered certified emission reductions (CERs),2009,5857,tonne of CO2 equ.
DK,Denmark,33 Manufacture of mineral wool,1.1 Freely allocated allowances,2006,31537,tonne of CO2 equ.
DK,Denmark,33 Manufacture of mineral wool,1.1.1 Free allocation to existing entities (Art. 10a(1)),2007,31537,tonne of CO2 equ.
DK,Denmark,33 Manufacture of mineral wool,1.1.1 Free allocation to existing entities (Art. 10a(1)),2008,4154,tonne of CO2 equ.
DK,Denmark,33 Manufacture of mineral wool,1.1.1 Free allocation to existing entities (Art. 10a(1)),2010,4150,tonne of CO2 equ.
DE,Germany,43 Production of hydrogen and synthesis gas,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2013,0,tonne of CO2 equ.
DE,Germany,43 Production of hydrogen and synthesis gas,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2017,71895,tonne of CO2 equ.
DE,Germany,43 Production of hydrogen and synthesis gas,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2018,70514,tonne of CO2 equ.
DE,Germany,43 Production of hydrogen and synthesis gas,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2021,0,tonne of CO2 equ.
DE,Germany,43 Production of hydrogen and synthesis gas,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2022,0,tonne of CO2 equ.
DE,Germany,43 Production of hydrogen and synthesis gas,2. Verified emissions,2021,2752903,tonne of CO2 equ.
DE,Germany,43 Production of hydrogen and synthesis gas,2.1 EU-ETS Verified Emission,2023,2512426,tonne of CO2 equ.
DE,Germany,43 Production of hydrogen and synthesis gas,4. Total surrendered units,2013,3416493,tonne of CO2 equ.
DE,Germany,43 Production of hydrogen and synthesis gas,4. Total surrendered units,2017,3184389,tonne of CO2 equ.
DE,Germany,43 Production of hydrogen and synthesis gas,4. Total surrendered units,2018,3089799,tonne of CO2 equ.
DE,Germany,43 Production of hydrogen and synthesis gas,4. Total surrendered units,2022,2597575,tonne of CO2 equ.
DE,Germany,44 Production of soda ash and sodium bicarbonate,1.1.1 Free allocation to existing entities (Art. 10a(1)),2017,1047116,tonne of CO2 equ.
DE,Germany,44 Production of soda ash and sodium bicarbonate,1.1.1 Free allocation to existing entities (Art. 10a(1)),2018,1026548,tonne of CO2 equ.
DE,Germany,44 Production of soda ash and sodium bicarbonate,1.1.1 Free allocation to existing entities (Art. 10a(1)),2021,1036417,tonne of CO2 equ.
DE,Germany,44 Production of soda ash and sodium bicarbonate,1.1.1 Free allocation to existing entities (Art. 10a(1)),2022,1036664,tonne of CO2 equ.
DE,Germany,44 Production of soda ash and sodium bicarbonate,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2016,0,tonne of CO2 equ.
DE,Germany,44 Production of soda ash and sodium bicarbonate,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2020,0,tonne of CO2 equ.
DE,Germany,44 Production of soda ash and sodium bicarbonate,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2013,0,tonne of CO2 equ.
DE,Germany,44 Production of soda ash and sodium bicarbonate,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2017,0,tonne of CO2 equ.
DE,Germany,44 Production of soda ash and sodium bicarbonate,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2018,0,tonne of CO2 equ.
DE,Germany,44 Production of soda ash and sodium bicarbonate,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2022,0,tonne of CO2 equ.
DE,Germany,44 Production of soda ash and sodium bicarbonate,2. Verified emissions,2015,563679,tonne of CO2 equ.
DE,Germany,44 Production of soda ash and sodium bicarbonate,2.1 EU-ETS Verified Emission,2017,567210,tonne of CO2 equ.
DE,Germany,44 Production of soda ash and sodium bicarbonate,2.1 EU-ETS Verified Emission,2018,523752,tonne of CO2 equ.
DE,Germany,44 Production of soda ash and sodium bicarbonate,4. Total surrendered units,2016,569471,tonne of CO2 equ.
DE,Germany,44 Production of soda ash and sodium bicarbonate,4. Total surrendered units,2020,426092,tonne of CO2 equ.
DE,Germany,44 Production of soda ash and sodium bicarbonate,4.1 Surrendered EU allowances (EUAs and EUAAs),2021,524501,tonne of CO2 equ.
DE,Germany,44 Production of soda ash and sodium bicarbonate,4.1 Surrendered EU allowances (EUAs and EUAAs),2022,486774,tonne of CO2 equ.
DE,Germany,99 Other activity opted-in under Art. 24,2. Verified emissions,2019,261,tonne of CO2 equ.
DE,Germany,99 Other activity opted-in under Art. 24,2. Verified emissions,2023,248,tonne of CO2 equ.
DE,Germany,99 Other activity opted-in under Art. 24,2.1 EU-ETS Verified Emission,2020,274,tonne of CO2 equ.
DE,Germany,99 Other activity opted-in under Art. 24,4.1 Surrendered EU allowances (EUAs and EUAAs),2020,274,tonne of CO2 equ.
DK,Denmark,10 Aviation,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2013,0,tonne of CO2 equ.
DK,Denmark,10 Aviation,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2014,0,tonne of CO2 equ.
DK,Denmark,10 Aviation,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2015,0,tonne of CO2 equ.
DK,Denmark,10 Aviation,2. Verified emissions,2019,560180,tonne of CO2 equ.
DK,Denmark,10 Aviation,2. Verified emissions,2023,471282,tonne of CO2 equ.
DK,Denmark,10 Aviation,2.1 EU-ETS Verified Emission,2016,558122,tonne of CO2 equ.
DK,Denmark,10 Aviation,2.1 EU-ETS Verified Emission,2020,206961,tonne of CO2 equ.
DK,Denmark,10 Aviation,4. Total surrendered units,2017,603360,tonne of CO2 equ.
DK,Denmark,10 Aviation,4. Total surrendered units,2018,548641,tonne of CO2 equ.
DK,Denmark,10 Aviation,4. Total surrendered units,2021,262014,tonne of CO2 equ.
DK,Denmark,10 Aviation,4. Total surrendered units,2022,461177,tonne of CO2 equ.
DK,Denmark,"30 Production of lime, or calcination of dolomite/magnesite",4. Total surrendered units,2008,2841,tonne of CO2 equ.
DK,Denmark,31 Manufacture of glass,1.1 Freely allocated allowances,2007,73419,tonne of CO2 equ.
DK,Denmark,31 Manufacture of glass,1.1 Freely allocated allowances,2008,73476,tonne of CO2 equ.
DK,Denmark,31 Manufacture of glass,1.1 Freely allocated allowances,2016,59666,tonne of CO2 equ.
DK,Denmark,31 Manufacture of glass,1.1 Freely allocated allowances,2019,55686,tonne of CO2 equ.
DK,Denmark,31 Manufacture of glass,1.1 Freely allocated allowances,2023,53026,tonne of CO2 equ.
DK,Denmark,31 Manufacture of glass,1.1.1 Free allocation to existing entities (Art. 10a(1)),2007,73419,tonne of CO2 equ.
DK,Denmark,31 Manufacture of glass,1.1.1 Free allocation to existing entities (Art. 10a(1)),2008,73476,tonne of CO2 equ.
DK,Denmark,31 Manufacture of glass,1.1.1 Free allocation to existing entities (Art. 10a(1)),2010,70955,tonne of CO2 equ.
DK,Denmark,31 Manufacture of glass,1.1.1 Free allocation to existing entities (Art. 10a(1)),2017,57242,tonne of CO2 equ.
DK,Denmark,31 Manufacture of glass,1.1.1 Free allocation to existing entities (Art. 10a(1)),2018,56086,tonne of CO2 equ.
DK,Denmark,31 Manufacture of glass,1.1.1 Free allocation to existing entities (Art. 10a(1)),2021,48811,tonne of CO2 equ.
DK,Denmark,31 Manufacture of glass,1.1.1 Free allocation to existing entities (Art. 10a(1)),2022,48822,tonne of CO2 equ.
DK,Denmark,31 Manufacture of glass,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2016,1280,tonne of CO2 equ.
DK,Denmark,31 Manufacture of glass,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2020,607,tonne of CO2 equ.
DK,Denmark,31 Manufacture of glass,2. Verified emissions,2015,66794,tonne of CO2 equ.
DK,Denmark,31 Manufacture of glass,2.1 EU-ETS Verified Emission,2011,64672,tonne of CO2 equ.
DK,Denmark,31 Manufacture of glass,2.1 EU-ETS Verified Emission,2012,66335,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,1.1 Freely allocated allowances,2012,289767,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,1.1.1 Free allocation to existing entities (Art. 10a(1)),2019,170455,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,1.1.1 Free allocation to existing entities (Art. 10a(1)),2023,157732,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,1.1.1 Free allocation to existing entities (Art. 10a(1)),2024,138161,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2017,0,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2018,0,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2021,0,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2022,0,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,2. Verified emissions,2006,367072,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,2. Verified emissions,2011,184183,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,2.1 EU-ETS Verified Emission,2005,324924,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,2.1 EU-ETS Verified Emission,2013,160588,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,2.1 EU-ETS Verified Emission,2014,167745,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,2.1 EU-ETS Verified Emission,2018,249772,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,4. Total surrendered units,2007,134088,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,4. Total surrendered units,2016,201684,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,4. Total surrendered units,2020,254004,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,4.2 Surrendered certified emission reductions (CERs),2011,12768,tonne of CO2 equ.
DK,Denmark,32 Manufacture of ceramics,4.2 Surrendered certified emission reductions (CERs),2012,11756,tonne of CO2 equ.
DK,Denmark,33 Manufacture of mineral wool,1.1 Freely allocated allowances,2010,4150,tonne of CO2 equ.
DK,Denmark,33 Manufacture of mineral wool,2.1 EU-ETS Verified Emission,2006,7806,tonne of CO2 equ.
DK,Denmark,33 Manufacture of mineral wool,2.1 EU-ETS Verified Emission,2009,2249,tonne of CO2 equ.
DK,Denmark,33 Manufacture of mineral wool,4. Total surrendered units,2005,9394,tonne of CO2 equ.
DE,Germany,44 Production of soda ash and sodium bicarbonate,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2021,0,tonne of CO2 equ.
DE,Germany,44 Production of soda ash and sodium bicarbonate,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2022,0,tonne of CO2 equ.
DE,Germany,44 Production of soda ash and sodium bicarbonate,2. Verified emissions,2017,567210,tonne of CO2 equ.
DE,Germany,44 Production of soda ash and sodium bicarbonate,2. Verified emissions,2021,526060,tonne of CO2 equ.
DE,Germany,44 Production of soda ash and sodium bicarbonate,2.1 EU-ETS Verified Emission,2016,526464,tonne of CO2 equ.
DE,Germany,44 Production of soda ash and sodium bicarbonate,4. Total surrendered units,2013,580245,tonne of CO2 equ.
DE,Germany,44 Production of soda ash and sodium bicarbonate,4. Total surrendered units,2014,617311,tonne of CO2 equ.
DE,Germany,44 Production of soda ash and sodium bicarbonate,4. Total surrendered units,2017,603917,tonne of CO2 equ.
DE,Germany,44 Production of soda ash and sodium bicarbonate,4. Total surrendered units,2018,540015,tonne of CO2 equ.
DE,Germany,44 Production of soda ash and sodium bicarbonate,4. Total surrendered units,2022,486774,tonne of CO2 equ.
DE,Germany,99 Other activity opted-in under Art. 24,4. Total surrendered units,2020,274,tonne of CO2 equ.
DE,Germany,99 Other activity opted-in under Art. 24,4.1 Surrendered EU allowances (EUAs and EUAAs),2021,197,tonne of CO2 equ.
DE,Germany,99 Other activity opted-in under Art. 24,4.1 Surrendered EU allowances (EUAs and EUAAs),2022,207,tonne of CO2 equ.
DK,Denmark,10 Aviation,1.1 Freely allocated allowances,2016,369186,tonne of CO2 equ.
DK,Denmark,10 Aviation,1.1 Freely allocated allowances,2020,327927,tonne of CO2 equ.
DK,Denmark,10 Aviation,1.1.4 Swiss Free Allocated allowances for aircraft operators,2023,32,tonne of CO2 equ.
DK,Denmark,10 Aviation,2. Verified emissions,2011,0,tonne of CO2 equ.
DK,Denmark,10 Aviation,2.1 EU-ETS Verified Emission,2010,0,tonne of CO2 equ.
DK,Denmark,10 Aviation,2.1 EU-ETS Verified Emission,2017,604757,tonne of CO2 equ.
DK,Denmark,10 Aviation,2.1 EU-ETS Verified Emission,2018,547262,tonne of CO2 equ.
DK,Denmark,10 Aviation,2.1 EU-ETS Verified Emission,2021,260291,tonne of CO2 equ.
DK,Denmark,10 Aviation,2.1 EU-ETS Verified Emission,2022,460693,tonne of CO2 equ.
DK,Denmark,10 Aviation,2.2 Swiss Verified Emissions for aircraft operators,2023,1687,tonne of CO2 equ.
DK,Denmark,10 Aviation,4. Total surrendered units,2012,1276792,tonne of CO2 equ.
DK,Denmark,20 Combustion of fuels,1.1 Freely allocated allowances,2010,20080188,tonne of CO2 equ.
DK,Denmark,20 Combustion of fuels,1.1 Freely allocated allowances,2017,5316785,tonne of CO2 equ.
DK,Denmark,20 Combustion of fuels,1.1 Freely allocated allowances,2018,4820642,tonne of CO2 equ.
DK,Denmark,20 Combustion of fuels,1.1.1 Free allocation to existing entities (Art. 10a(1)),2005,31890437,tonne of CO2 equ.
DK,Denmark,20 Combustion of fuels,1.1.1 Free allocation to existing entities (Art. 10a(1)),2013,8935190,tonne of CO2 equ.
DK,Denmark,20 Combustion of fuels,1.1.1 Free allocation to existing entities (Art. 10a(1)),2014,7814338,tonne of CO2 equ.
DK,Denmark,20 Combustion of fuels,1.1.1 Free allocation to existing entities (Art. 10a(1)),2015,6437460,tonne of CO2 equ.
DK,Denmark,20 Combustion of fuels,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2019,202943,tonne of CO2 equ.
DK,Denmark,20 Combustion of fuels,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2022,0,tonne of CO2 equ.
DK,Denmark,20 Combustion of fuels,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2015,0,tonne of CO2 equ.
DK,Denmark,20 Combustion of fuels,2. Verified emissions,2007,25175538,tonne of CO2 equ.
DK,Denmark,20 Combustion of fuels,2. Verified emissions,2008,23014052,tonne of CO2 equ.
DK,Denmark,20 Combustion of fuels,2. Verified emissions,2016,14004821,tonne of CO2 equ.
DK,Denmark,20 Combustion of fuels,2. Verified emissions,2021,8092634,tonne of CO2 equ.
DK,Denmark,20 Combustion of fuels,2.1 EU-ETS Verified Emission,2006,30027875,tonne of CO2 equ.
DK,Denmark,20 Combustion of fuels,2.1 EU-ETS Verified Emission,2009,22792051,tonne of CO2 equ.
DK,Denmark,20 Combustion of fuels,2.1 EU-ETS Verified Emission,2016,14004821,tonne of CO2 equ.
DK,Denmark,20 Combustion of fuels,2.1 EU-ETS Verified Emission,2020,7244759,tonne of CO2 equ.
DK,Denmark,20 Combustion of fuels,4. Total surrendered units,2005,31089903,tonne of CO2 equ.
DK,Denmark,20 Combustion of fuels,4. Total surrendered units,2019,8550076,tonne of CO2 equ.
DK,Denmark,20 Combustion of fuels,4. Total surrendered units,2022,8047186,tonne of CO2 equ.
DK,Denmark,20 Combustion of fuels,4.1 Surrendered EU allowances (EUAs and EUAAs),2012,4827,tonne of CO2 equ.
DK,Denmark,20 Combustion of fuels,4.2 Surrendered certified emission reductions (CERs),2008,715360,tonne of CO2 equ.
DK,Denmark,20 Combustion of fuels,4.2 Surrendered certified emission reductions (CERs),2010,606714,tonne of CO2 equ.
